,team,date,points,RW,ROW,SOW,goals,goals_against,power_play,penalty_kill,net_ppp,net_pkp,shots,shots_against,FOWp
2317,Toronto Maple Leafs,2019/04/17vs BOS,0,0,0,0,4,6,33.3,0.0,33.3,0.0,42.0,31.0,41.1
2318,Nashville Predators,2019/04/17@ DAL,0,0,0,0,1,5,0.0,50.0,0.0,50.0,35.0,29.0,46.7
2319,Calgary Flames,2019/04/17@ COL,0,0,0,0,2,3,33.3,75.0,33.3,75.0,37.0,52.0,48.7
2320,Colorado Avalanche,2019/04/17vs CGY,2,0,1,0,3,2,25.0,66.7,25.0,66.7,52.0,37.0,51.4
2321,Dallas Stars,2019/04/17vs NSH,2,1,1,0,5,1,50.0,100.0,50.0,100.0,29.0,35.0,53.3
2322,Carolina Hurricanes,2019/04/18vs WSH,2,1,1,0,2,1,0.0,66.7,0.0,66.7,24.0,31.0,47.7
2323,Washington Capitals,2019/04/18@ CAR,0,0,0,0,1,2,33.3,100.0,33.3,100.0,31.0,24.0,52.3
2324,St. Louis Blues,2019/04/18@ WPG,2,1,1,0,3,2,100.0,100.0,100.0,100.0,29.0,31.0,49.1
2325,San Jose Sharks,2019/04/18vs VGK,2,1,1,0,5,2,33.3,0.0,33.3,0.0,29.0,32.0,63.5
2326,Winnipeg Jets,2019/04/18vs STL,0,0,0,0,2,3,0.0,0.0,0.0,0.0,31.0,29.0,50.9
2327,Vegas Golden Knights,2019/04/18@ SJS,0,0,0,0,2,5,100.0,66.7,100.0,66.7,32.0,29.0,36.5
2328,Boston Bruins,2019/04/19vs TOR,0,0,0,0,1,2,0.0,100.0,0.0,100.0,29.0,27.0,64.5
2329,Toronto Maple Leafs,2019/04/19@ BOS,2,1,1,0,2,1,0.0,100.0,0.0,100.0,27.0,29.0,35.5
2330,Calgary Flames,2019/04/19vs COL,0,0,0,0,1,5,0.0,60.0,0.0,60.0,29.0,32.0,58.6
2331,Colorado Avalanche,2019/04/19@ CGY,2,1,1,0,5,1,40.0,100.0,40.0,100.0,32.0,29.0,41.4
2332,Carolina Hurricanes,2019/04/20@ WSH,0,0,0,0,0,6,0.0,25.0,0.0,25.0,30.0,28.0,46.2
2333,Washington Capitals,2019/04/20vs CAR,2,1,1,0,6,0,75.0,100.0,75.0,100.0,28.0,30.0,53.9
2334,Nashville Predators,2019/04/20vs DAL,0,0,0,0,3,5,0.0,100.0,0.0,100.0,33.0,26.0,53.2
2335,St. Louis Blues,2019/04/20vs WPG,2,1,1,0,3,2,25.0,100.0,0.0,100.0,36.0,20.0,52.3
2336,Dallas Stars,2019/04/20@ NSH,2,1,1,0,5,3,0.0,100.0,0.0,100.0,26.0,33.0,46.8
2337,Winnipeg Jets,2019/04/20@ STL,0,0,0,0,2,3,0.0,75.0,0.0,100.0,20.0,36.0,47.7
2338,Boston Bruins,2019/04/21@ TOR,2,1,1,0,4,2,100.0,100.0,100.0,100.0,41.0,24.0,51.7
2339,Toronto Maple Leafs,2019/04/21vs BOS,0,0,0,0,2,4,0.0,0.0,0.0,0.0,24.0,41.0,48.3
2340,San Jose Sharks,2019/04/21@ VGK,2,0,1,0,2,1,0.0,100.0,0.0,133.3,29.0,59.0,43.6
2341,Vegas Golden Knights,2019/04/21vs SJS,0,0,0,0,1,2,0.0,100.0,-33.3,100.0,59.0,29.0,56.4
2342,Carolina Hurricanes,2019/04/22vs WSH,2,1,1,0,5,2,0.0,100.0,0.0,100.0,36.0,25.0,57.6
2343,Washington Capitals,2019/04/22@ CAR,0,0,0,0,2,5,0.0,100.0,0.0,100.0,25.0,36.0,42.4
2344,Nashville Predators,2019/04/22@ DAL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,48.0,51.0,57.7
2345,Dallas Stars,2019/04/22vs NSH,2,0,1,0,2,1,0.0,100.0,0.0,100.0,51.0,48.0,42.3
2346,Boston Bruins,2019/04/23vs TOR,2,1,1,0,5,1,--,100.0,--,100.0,32.0,33.0,50.0
2347,Toronto Maple Leafs,2019/04/23@ BOS,0,0,0,0,1,5,0.0,--,0.0,--,33.0,32.0,50.0
2348,San Jose Sharks,2019/04/23vs VGK,2,0,1,0,5,4,44.4,100.0,44.4,100.0,48.0,38.0,49.4
2349,Vegas Golden Knights,2019/04/23@ SJS,0,0,0,0,4,5,0.0,55.6,0.0,55.6,38.0,48.0,50.6
2350,Carolina Hurricanes,2019/04/24@ WSH,2,0,1,0,4,3,0.0,100.0,0.0,133.3,42.0,37.0,41.3
2351,Washington Capitals,2019/04/24vs CAR,0,0,0,0,3,4,0.0,100.0,-33.3,100.0,37.0,42.0,58.8
2352,Boston Bruins,2019/04/25vs CBJ,2,0,1,0,3,2,0.0,100.0,0.0,125.0,37.0,22.0,51.6
2353,St. Louis Blues,2019/04/25vs DAL,2,1,1,0,3,2,50.0,50.0,50.0,50.0,20.0,29.0,50.9
2354,Dallas Stars,2019/04/25@ STL,0,0,0,0,2,3,50.0,50.0,50.0,50.0,29.0,20.0,49.1
2355,Columbus Blue Jackets,2019/04/25@ BOS,0,0,0,0,2,3,0.0,100.0,-25.0,100.0,22.0,37.0,48.4
2356,New York Islanders,2019/04/26vs CAR,0,0,0,0,0,1,0.0,100.0,0.0,100.0,31.0,32.0,61.0
2357,Carolina Hurricanes,2019/04/26@ NYI,2,0,1,0,1,0,0.0,100.0,0.0,100.0,32.0,31.0,39.0
2358,Colorado Avalanche,2019/04/26@ SJS,0,0,0,0,2,5,33.3,100.0,33.3,100.0,28.0,27.0,50.0
2359,San Jose Sharks,2019/04/26vs COL,2,1,1,0,5,2,0.0,66.7,0.0,66.7,27.0,28.0,50.0
2360,Boston Bruins,2019/04/27vs CBJ,0,0,0,0,2,3,25.0,50.0,25.0,50.0,31.0,41.0,57.7
2361,St. Louis Blues,2019/04/27vs DAL,0,0,0,0,2,4,0.0,100.0,0.0,100.0,34.0,35.0,47.2
2362,Dallas Stars,2019/04/27@ STL,2,1,1,0,4,2,0.0,100.0,0.0,100.0,35.0,34.0,52.8
2363,Columbus Blue Jackets,2019/04/27@ BOS,2,0,1,0,3,2,50.0,75.0,50.0,75.0,41.0,31.0,42.4
2364,New York Islanders,2019/04/28vs CAR,0,0,0,0,1,2,50.0,100.0,50.0,100.0,27.0,18.0,57.7
2365,Carolina Hurricanes,2019/04/28@ NYI,2,1,1,0,2,1,0.0,50.0,0.0,50.0,18.0,27.0,42.3
2366,Colorado Avalanche,2019/04/28@ SJS,2,1,1,0,4,3,0.0,66.7,0.0,66.7,32.0,34.0,48.4
2367,San Jose Sharks,2019/04/28vs COL,0,0,0,0,3,4,33.3,100.0,33.3,100.0,34.0,32.0,51.6
2368,St. Louis Blues,2019/04/29@ DAL,2,1,1,0,4,3,0.0,75.0,-50.0,75.0,34.0,31.0,37.5
2369,Dallas Stars,2019/04/29vs STL,0,0,0,0,3,4,25.0,100.0,25.0,150.0,31.0,34.0,62.5
2370,Boston Bruins,2019/04/30@ CBJ,0,0,0,0,1,2,0.0,66.7,0.0,66.7,37.0,34.0,57.8
2371,Colorado Avalanche,2019/04/30vs SJS,0,0,0,0,2,4,0.0,100.0,0.0,100.0,27.0,31.0,50.0
2372,San Jose Sharks,2019/04/30@ COL,2,1,1,0,4,2,0.0,100.0,0.0,100.0,31.0,27.0,50.0
2373,Columbus Blue Jackets,2019/04/30vs BOS,2,1,1,0,2,1,33.3,100.0,33.3,100.0,34.0,37.0,42.2
2374,New York Islanders,2019/05/01@ CAR,0,0,0,0,2,5,33.3,100.0,33.3,100.0,30.0,38.0,41.4
2375,Carolina Hurricanes,2019/05/01vs NYI,2,1,1,0,5,2,0.0,66.7,0.0,66.7,38.0,30.0,58.6
2376,St. Louis Blues,2019/05/01@ DAL,0,0,0,0,2,4,33.3,50.0,33.3,50.0,29.0,31.0,40.7
2377,Dallas Stars,2019/05/01vs STL,2,1,1,0,4,2,50.0,66.7,50.0,66.7,31.0,29.0,59.3
2378,Boston Bruins,2019/05/02@ CBJ,2,1,1,0,4,1,33.3,100.0,33.3,100.0,46.0,40.0,59.1
2379,Colorado Avalanche,2019/05/02vs SJS,2,1,1,0,3,0,20.0,100.0,20.0,100.0,28.0,32.0,48.2
2380,San Jose Sharks,2019/05/02@ COL,0,0,0,0,0,3,0.0,80.0,0.0,80.0,32.0,28.0,51.9
2381,Columbus Blue Jackets,2019/05/02vs BOS,0,0,0,0,1,4,0.0,66.7,0.0,66.7,40.0,46.0,40.9
2382,New York Islanders,2019/05/03@ CAR,0,0,0,0,2,5,33.3,75.0,33.3,75.0,28.0,21.0,48.9
2383,Carolina Hurricanes,2019/05/03vs NYI,2,1,1,0,5,2,25.0,66.7,25.0,66.7,21.0,28.0,51.1
2384,St. Louis Blues,2019/05/03vs DAL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,39.0,27.0,51.6
2385,Dallas Stars,2019/05/03@ STL,2,1,1,0,2,1,0.0,100.0,0.0,100.0,27.0,39.0,48.4
2386,Boston Bruins,2019/05/04vs CBJ,2,1,1,0,4,3,0.0,100.0,0.0,100.0,36.0,36.0,46.3
2387,Colorado Avalanche,2019/05/04@ SJS,0,0,0,0,1,2,0.0,80.0,0.0,80.0,22.0,39.0,39.2
2388,San Jose Sharks,2019/05/04vs COL,2,1,1,0,2,1,20.0,100.0,20.0,100.0,39.0,22.0,60.8
2389,Columbus Blue Jackets,2019/05/04@ BOS,0,0,0,0,3,4,0.0,100.0,0.0,100.0,36.0,36.0,53.7
2390,St. Louis Blues,2019/05/05@ DAL,2,1,1,0,4,1,0.0,66.7,0.0,66.7,25.0,23.0,38.2
2391,Dallas Stars,2019/05/05vs STL,0,0,0,0,1,4,33.3,100.0,33.3,100.0,23.0,25.0,61.8
2392,Boston Bruins,2019/05/06@ CBJ,2,1,1,0,3,0,0.0,100.0,0.0,100.0,29.0,39.0,49.2
2393,Colorado Avalanche,2019/05/06vs SJS,2,0,1,0,4,3,0.0,100.0,0.0,100.0,26.0,22.0,52.9
2394,San Jose Sharks,2019/05/06@ COL,0,0,0,0,3,4,0.0,100.0,0.0,100.0,22.0,26.0,47.1
2395,Columbus Blue Jackets,2019/05/06vs BOS,0,0,0,0,0,3,0.0,100.0,0.0,100.0,39.0,29.0,50.8
2396,St. Louis Blues,2019/05/07vs DAL,2,0,1,0,2,1,0.0,--,0.0,--,54.0,30.0,54.2
2397,Dallas Stars,2019/05/07@ STL,0,0,0,0,1,2,--,100.0,--,100.0,30.0,54.0,45.8
2398,Colorado Avalanche,2019/05/08@ SJS,0,0,0,0,2,3,0.0,100.0,0.0,100.0,29.0,27.0,38.0
2399,San Jose Sharks,2019/05/08vs COL,2,1,1,0,3,2,0.0,100.0,0.0,100.0,27.0,29.0,62.0
2400,Boston Bruins,2019/05/09vs CAR,2,1,1,0,5,2,40.0,66.7,40.0,66.7,28.0,31.0,47.5
2401,Carolina Hurricanes,2019/05/09@ BOS,0,0,0,0,2,5,33.3,60.0,33.3,60.0,31.0,28.0,52.5
2402,St. Louis Blues,2019/05/11@ SJS,0,0,0,0,3,6,0.0,75.0,0.0,75.0,31.0,25.0,42.5
2403,San Jose Sharks,2019/05/11vs STL,2,1,1,0,6,3,25.0,100.0,25.0,100.0,25.0,31.0,57.5
2404,Boston Bruins,2019/05/12vs CAR,2,1,1,0,6,2,100.0,100.0,100.0,100.0,25.0,23.0,58.5
2405,Carolina Hurricanes,2019/05/12@ BOS,0,0,0,0,2,6,0.0,0.0,0.0,0.0,23.0,25.0,41.5
2406,St. Louis Blues,2019/05/13@ SJS,2,1,1,0,4,2,0.0,100.0,-20.0,100.0,25.0,26.0,42.6
2407,San Jose Sharks,2019/05/13vs STL,0,0,0,0,2,4,0.0,100.0,0.0,120.0,26.0,25.0,57.4
2408,Boston Bruins,2019/05/14@ CAR,2,1,1,0,2,1,20.0,100.0,20.0,100.0,31.0,36.0,57.1
2409,Carolina Hurricanes,2019/05/14vs BOS,0,0,0,0,1,2,0.0,80.0,0.0,80.0,36.0,31.0,42.9
2410,St. Louis Blues,2019/05/15vs SJS,0,0,0,0,4,5,100.0,100.0,100.0,100.0,32.0,32.0,52.3
2411,San Jose Sharks,2019/05/15@ STL,2,0,1,0,5,4,0.0,0.0,0.0,0.0,32.0,32.0,47.7
2412,Boston Bruins,2019/05/16@ CAR,2,1,1,0,4,0,66.7,100.0,66.7,100.0,23.0,24.0,53.0
2413,Carolina Hurricanes,2019/05/16vs BOS,0,0,0,0,0,4,0.0,33.3,0.0,33.3,24.0,23.0,47.0
2414,St. Louis Blues,2019/05/17vs SJS,2,1,1,0,2,1,25.0,66.7,25.0,66.7,22.0,30.0,54.2
2415,San Jose Sharks,2019/05/17@ STL,0,0,0,0,1,2,33.3,75.0,33.3,75.0,30.0,22.0,45.8
2416,St. Louis Blues,2019/05/19@ SJS,2,1,1,0,5,0,12.5,100.0,12.5,100.0,40.0,21.0,57.1
2417,San Jose Sharks,2019/05/19vs STL,0,0,0,0,0,5,0.0,87.5,0.0,87.5,21.0,40.0,42.9
2418,St. Louis Blues,2019/05/21vs SJS,2,1,1,0,5,1,100.0,100.0,100.0,100.0,19.0,26.0,55.6
2419,San Jose Sharks,2019/05/21@ STL,0,0,0,0,1,5,0.0,0.0,0.0,0.0,26.0,19.0,44.4
2420,Boston Bruins,2019/05/27vs STL,2,1,1,0,4,2,20.0,100.0,20.0,100.0,38.0,20.0,54.4
2421,St. Louis Blues,2019/05/27@ BOS,0,0,0,0,2,4,0.0,80.0,0.0,80.0,20.0,38.0,45.6
2422,Boston Bruins,2019/05/29vs STL,0,0,0,0,2,3,20.0,100.0,20.0,100.0,23.0,37.0,50.0
2423,St. Louis Blues,2019/05/29@ BOS,2,0,1,0,3,2,0.0,80.0,0.0,80.0,37.0,23.0,50.0
2424,Boston Bruins,2019/06/01@ STL,2,1,1,0,7,2,100.0,80.0,100.0,80.0,24.0,29.0,55.6
2425,St. Louis Blues,2019/06/01vs BOS,0,0,0,0,2,7,20.0,0.0,20.0,0.0,29.0,24.0,44.4
2426,Boston Bruins,2019/06/03@ STL,0,0,0,0,2,4,0.0,100.0,0.0,133.3,23.0,38.0,47.7
2427,St. Louis Blues,2019/06/03vs BOS,2,1,1,0,4,2,0.0,100.0,-33.3,100.0,38.0,23.0,52.3
2428,Boston Bruins,2019/06/06vs STL,0,0,0,0,1,2,0.0,100.0,0.0,100.0,39.0,21.0,40.6
2429,St. Louis Blues,2019/06/06@ BOS,2,1,1,0,2,1,0.0,100.0,0.0,100.0,21.0,39.0,59.4
2430,Boston Bruins,2019/06/09@ STL,2,1,1,0,5,1,25.0,100.0,25.0,100.0,32.0,29.0,41.3
2431,St. Louis Blues,2019/06/09vs BOS,0,0,0,0,1,5,0.0,75.0,0.0,75.0,29.0,32.0,58.7
2432,Boston Bruins,2019/06/12vs STL,0,0,0,0,1,4,0.0,--,0.0,--,33.0,20.0,51.0
2433,St. Louis Blues,2019/06/12@ BOS,2,1,1,0,4,1,--,100.0,--,100.0,20.0,33.0,49.0
2434,New York Islanders,2020/08/01vs FLA,2,1,1,0,2,1,33.3,100.0,33.3,100.0,28.0,28.0,53.9
2435,New York Rangers,2020/08/01@ CAR,0,0,0,0,2,3,0.0,85.7,0.0,100.0,26.0,37.0,45.6
2436,Pittsburgh Penguins,2020/08/01vs MTL,0,0,0,0,2,3,14.3,100.0,14.3,100.0,41.0,35.0,50.8
2437,Montréal Canadiens,2020/08/01@ PIT,2,0,1,0,3,2,0.0,85.7,0.0,85.7,35.0,41.0,49.3
2438,Carolina Hurricanes,2020/08/01vs NYR,2,1,1,0,3,2,14.3,100.0,0.0,100.0,37.0,26.0,54.4
2439,Florida Panthers,2020/08/01@ NYI,0,0,0,0,1,2,0.0,66.7,0.0,66.7,28.0,28.0,46.2
2440,Chicago Blackhawks,2020/08/01@ EDM,2,1,1,0,6,4,50.0,25.0,50.0,25.0,42.0,29.0,47.4
2441,Calgary Flames,2020/08/01vs WPG,2,1,1,0,4,1,50.0,100.0,50.0,114.3,33.0,18.0,52.5
2442,Edmonton Oilers,2020/08/01vs CHI,0,0,0,0,4,6,75.0,50.0,75.0,50.0,29.0,42.0,52.6
2443,Winnipeg Jets,2020/08/01@ CGY,0,0,0,0,1,4,0.0,50.0,-14.3,50.0,18.0,33.0,47.5
2444,Philadelphia Flyers,2020/08/02@ BOS,2,1,1,0,4,1,0.0,100.0,0.0,100.0,29.0,35.0,53.3
2445,Boston Bruins,2020/08/02vs PHI,0,0,0,0,1,4,0.0,100.0,0.0,100.0,35.0,29.0,46.8
2446,Toronto Maple Leafs,2020/08/02vs CBJ,0,0,0,0,0,2,0.0,100.0,0.0,100.0,28.0,35.0,57.9
2447,Nashville Predators,2020/08/02vs ARI,0,0,0,0,3,4,40.0,83.3,20.0,83.3,43.0,37.0,50.0
2448,St. Louis Blues,2020/08/02@ COL,0,0,0,0,1,2,25.0,80.0,25.0,80.0,32.0,38.0,53.1
2449,Colorado Avalanche,2020/08/02vs STL,2,1,1,0,2,1,20.0,75.0,20.0,75.0,38.0,32.0,46.9
2450,Vancouver Canucks,2020/08/02vs MIN,0,0,0,0,0,3,0.0,50.0,0.0,50.0,28.0,31.0,59.0
2451,Columbus Blue Jackets,2020/08/02@ TOR,2,1,1,0,2,0,0.0,100.0,0.0,100.0,35.0,28.0,42.1
2452,Minnesota Wild,2020/08/02@ VAN,2,1,1,0,3,0,50.0,100.0,50.0,100.0,31.0,28.0,41.0
2453,Arizona Coyotes,2020/08/02@ NSH,2,1,1,0,4,3,16.7,60.0,16.7,80.0,37.0,43.0,50.0
2454,New York Rangers,2020/08/03@ CAR,0,0,0,0,1,4,25.0,75.0,25.0,75.0,24.0,34.0,46.4
2455,Pittsburgh Penguins,2020/08/03vs MTL,2,1,1,0,3,1,0.0,100.0,0.0,100.0,38.0,27.0,54.4
2456,Montréal Canadiens,2020/08/03@ PIT,0,0,0,0,1,3,0.0,100.0,0.0,100.0,27.0,38.0,45.6
2457,Carolina Hurricanes,2020/08/03vs NYR,2,1,1,0,4,1,25.0,75.0,25.0,75.0,34.0,24.0,53.6
2458,Tampa Bay Lightning,2020/08/03vs WSH,2,0,0,1,2,2,--,75.0,--,75.0,28.0,33.0,51.9
2459,Washington Capitals,2020/08/03@ TBL,1,0,0,0,2,2,25.0,--,25.0,--,33.0,28.0,48.2
2460,Chicago Blackhawks,2020/08/03@ EDM,0,0,0,0,3,6,0.0,80.0,0.0,80.0,26.0,35.0,40.4
2461,Calgary Flames,2020/08/03vs WPG,0,0,0,0,2,3,0.0,83.3,0.0,83.3,30.0,26.0,43.4
2462,Edmonton Oilers,2020/08/03vs CHI,2,1,1,0,6,3,20.0,100.0,20.0,100.0,35.0,26.0,59.7
2463,Dallas Stars,2020/08/03@ VGK,0,0,0,0,3,5,100.0,100.0,100.0,100.0,27.0,33.0,52.8
2464,Winnipeg Jets,2020/08/03@ CGY,2,1,1,0,3,2,16.7,100.0,16.7,100.0,26.0,30.0,56.6
2465,Vegas Golden Knights,2020/08/03vs DAL,2,1,1,0,5,3,0.0,0.0,0.0,0.0,33.0,27.0,47.2
2466,New York Islanders,2020/08/04vs FLA,2,1,1,0,4,2,28.6,66.7,28.6,66.7,34.0,28.0,39.1
2467,New York Rangers,2020/08/04vs CAR,0,0,0,0,1,4,0.0,100.0,-33.3,100.0,38.0,31.0,49.3
2468,Toronto Maple Leafs,2020/08/04vs CBJ,2,1,1,0,3,0,0.0,100.0,0.0,100.0,39.0,20.0,47.5
2469,Carolina Hurricanes,2020/08/04@ NYR,2,1,1,0,4,1,0.0,100.0,0.0,133.3,31.0,38.0,50.8
2470,Florida Panthers,2020/08/04@ NYI,0,0,0,0,2,4,33.3,71.4,33.3,71.4,28.0,34.0,60.9
2471,Nashville Predators,2020/08/04vs ARI,2,1,1,0,4,2,25.0,100.0,25.0,100.0,28.0,26.0,66.7
2472,Calgary Flames,2020/08/04@ WPG,2,1,1,0,6,2,75.0,50.0,75.0,50.0,32.0,35.0,41.4
2473,Vancouver Canucks,2020/08/04vs MIN,2,1,1,0,4,3,14.3,100.0,0.0,100.0,28.0,35.0,63.2
2474,Columbus Blue Jackets,2020/08/04@ TOR,0,0,0,0,0,3,0.0,100.0,0.0,100.0,20.0,39.0,52.5
2475,Minnesota Wild,2020/08/04@ VAN,0,0,0,0,3,4,0.0,85.7,0.0,100.0,35.0,28.0,36.8
2476,Winnipeg Jets,2020/08/04vs CGY,0,0,0,0,2,6,50.0,25.0,50.0,25.0,35.0,32.0,58.6
2477,Arizona Coyotes,2020/08/04@ NSH,0,0,0,0,2,4,0.0,75.0,0.0,75.0,26.0,28.0,33.3
2478,New York Islanders,2020/08/05@ FLA,0,0,0,0,2,3,0.0,60.0,0.0,60.0,22.0,22.0,45.8
2479,Pittsburgh Penguins,2020/08/05@ MTL,0,0,0,0,3,4,66.7,100.0,66.7,100.0,33.0,31.0,47.8
2480,Boston Bruins,2020/08/05vs TBL,0,0,0,0,2,3,0.0,50.0,0.0,50.0,27.0,35.0,60.7
2481,Montréal Canadiens,2020/08/05vs PIT,2,1,1,0,4,3,0.0,33.3,0.0,33.3,31.0,33.0,52.2
2482,Florida Panthers,2020/08/05vs NYI,2,1,1,0,3,2,40.0,100.0,40.0,100.0,22.0,22.0,54.2
2483,Tampa Bay Lightning,2020/08/05@ BOS,2,1,1,0,3,2,50.0,100.0,50.0,100.0,35.0,27.0,39.3
2484,Chicago Blackhawks,2020/08/05vs EDM,2,1,1,0,4,3,16.7,66.7,16.7,66.7,25.0,28.0,46.4
2485,Nashville Predators,2020/08/05@ ARI,0,0,0,0,1,4,0.0,50.0,0.0,50.0,40.0,28.0,54.1
2486,Colorado Avalanche,2020/08/05@ DAL,2,1,1,0,4,0,40.0,100.0,40.0,100.0,40.0,27.0,48.4
2487,Edmonton Oilers,2020/08/05@ CHI,0,0,0,0,3,4,33.3,83.3,33.3,83.3,28.0,25.0,53.6
2488,Dallas Stars,2020/08/05vs COL,0,0,0,0,0,4,0.0,60.0,0.0,60.0,27.0,40.0,51.6
2489,Arizona Coyotes,2020/08/05vs NSH,2,1,1,0,4,1,50.0,100.0,50.0,100.0,28.0,40.0,45.9
2490,Philadelphia Flyers,2020/08/06vs WSH,2,1,1,0,3,1,0.0,100.0,0.0,100.0,21.0,17.0,66.7
2491,Toronto Maple Leafs,2020/08/06@ CBJ,0,0,0,0,3,4,50.0,100.0,50.0,133.3,36.0,43.0,51.4
2492,Washington Capitals,2020/08/06@ PHI,0,0,0,0,1,3,0.0,100.0,0.0,100.0,17.0,21.0,33.3
2493,St. Louis Blues,2020/08/06vs VGK,0,0,0,0,4,6,0.0,60.0,0.0,60.0,17.0,38.0,69.6
2494,Calgary Flames,2020/08/06@ WPG,2,1,1,0,4,0,0.0,100.0,0.0,100.0,34.0,31.0,47.1
2495,Vancouver Canucks,2020/08/06@ MIN,2,1,1,0,3,0,28.6,100.0,28.6,100.0,29.0,27.0,45.7
2496,Columbus Blue Jackets,2020/08/06vs TOR,2,0,1,0,4,3,0.0,50.0,-33.3,50.0,43.0,36.0,48.7
2497,Minnesota Wild,2020/08/06vs VAN,0,0,0,0,0,3,0.0,71.4,0.0,71.4,27.0,29.0,54.3
2498,Winnipeg Jets,2020/08/06vs CGY,0,0,0,0,0,4,0.0,100.0,0.0,100.0,31.0,34.0,52.9
2499,Vegas Golden Knights,2020/08/06@ STL,2,1,1,0,6,4,40.0,100.0,40.0,100.0,38.0,17.0,30.4
2500,New York Islanders,2020/08/07@ FLA,2,1,1,0,5,1,33.3,80.0,33.3,80.0,38.0,25.0,44.9
2501,Pittsburgh Penguins,2020/08/07@ MTL,0,0,0,0,0,2,0.0,100.0,0.0,100.0,22.0,22.0,50.0
2502,Montréal Canadiens,2020/08/07vs PIT,2,1,1,0,2,0,0.0,100.0,0.0,100.0,22.0,22.0,50.0
2503,Toronto Maple Leafs,2020/08/07@ CBJ,2,0,1,0,4,3,25.0,100.0,25.0,100.0,53.0,39.0,41.3
2504,Florida Panthers,2020/08/07vs NYI,0,0,0,0,1,5,20.0,66.7,20.0,66.7,25.0,38.0,55.1
2505,Chicago Blackhawks,2020/08/07vs EDM,2,1,1,0,3,2,0.0,100.0,0.0,100.0,29.0,45.0,53.6
2506,Nashville Predators,2020/08/07@ ARI,0,0,0,0,3,4,25.0,100.0,25.0,100.0,52.0,34.0,57.4
2507,Edmonton Oilers,2020/08/07@ CHI,0,0,0,0,2,3,0.0,100.0,0.0,100.0,45.0,29.0,46.4
2508,Vancouver Canucks,2020/08/07@ MIN,2,0,1,0,5,4,25.0,80.0,25.0,80.0,31.0,29.0,52.5
2509,Columbus Blue Jackets,2020/08/07vs TOR,0,0,0,0,3,4,0.0,75.0,0.0,75.0,39.0,53.0,58.7
2510,Minnesota Wild,2020/08/07vs VAN,0,0,0,0,4,5,20.0,75.0,20.0,75.0,29.0,31.0,47.5
2511,Arizona Coyotes,2020/08/07vs NSH,2,0,1,0,4,3,0.0,75.0,0.0,75.0,34.0,52.0,42.6
2512,Philadelphia Flyers,2020/08/08@ TBL,2,1,1,0,4,1,0.0,66.7,0.0,66.7,30.0,24.0,50.9
2513,Tampa Bay Lightning,2020/08/08vs PHI,0,0,0,0,1,4,33.3,100.0,33.3,100.0,24.0,30.0,49.1
2514,Colorado Avalanche,2020/08/08vs VGK,1,0,0,0,3,4,16.7,75.0,16.7,75.0,35.0,26.0,48.3
2515,Vegas Golden Knights,2020/08/08@ COL,2,0,1,0,4,3,25.0,83.3,25.0,83.3,26.0,35.0,51.7
2516,Boston Bruins,2020/08/09@ WSH,0,0,0,0,1,2,0.0,100.0,0.0,100.0,31.0,25.0,63.9
2517,Toronto Maple Leafs,2020/08/09vs CBJ,0,0,0,0,0,3,0.0,100.0,0.0,100.0,33.0,22.0,52.3
2518,Washington Capitals,2020/08/09vs BOS,2,1,1,0,2,1,0.0,100.0,0.0,100.0,25.0,31.0,36.1
2519,St. Louis Blues,2020/08/09vs DAL,1,0,0,0,1,1,0.0,100.0,0.0,100.0,22.0,38.0,54.9
2520,Dallas Stars,2020/08/09@ STL,2,0,0,1,1,1,0.0,100.0,0.0,100.0,38.0,22.0,45.1
2521,Columbus Blue Jackets,2020/08/09@ TOR,2,1,1,0,3,0,0.0,100.0,0.0,100.0,22.0,33.0,47.7
2522,Tampa Bay Lightning,2020/08/11vs CBJ,2,0,1,0,3,2,0.0,80.0,0.0,80.0,88.0,63.0,52.2
2523,Chicago Blackhawks,2020/08/11@ VGK,0,0,0,0,1,4,0.0,100.0,0.0,150.0,20.0,34.0,55.0
2524,Calgary Flames,2020/08/11@ DAL,2,1,1,0,3,2,100.0,100.0,100.0,100.0,26.0,26.0,46.6
2525,Dallas Stars,2020/08/11vs CGY,0,0,0,0,2,3,0.0,0.0,0.0,0.0,26.0,26.0,53.5
2526,Columbus Blue Jackets,2020/08/11@ TBL,0,0,0,0,2,3,20.0,100.0,20.0,100.0,63.0,88.0,47.8
2527,Vegas Golden Knights,2020/08/11vs CHI,2,1,1,0,4,1,0.0,100.0,-50.0,100.0,34.0,20.0,45.0
2528,New York Islanders,2020/08/12@ WSH,2,1,1,0,4,2,0.0,71.4,0.0,85.7,27.0,26.0,64.3
2529,Philadelphia Flyers,2020/08/12vs MTL,2,1,1,0,2,1,33.3,0.0,33.3,0.0,31.0,28.0,54.2
2530,Boston Bruins,2020/08/12vs CAR,2,0,1,0,4,3,0.0,100.0,-25.0,100.0,40.0,28.0,55.8
2531,Montréal Canadiens,2020/08/12@ PHI,0,0,0,0,1,2,100.0,66.7,100.0,66.7,28.0,31.0,45.8
2532,Carolina Hurricanes,2020/08/12@ BOS,0,0,0,0,3,4,0.0,100.0,0.0,125.0,28.0,40.0,44.2
